property_type,floor,residence_status,registration_status,area_sqft,bedrooms,bathrooms,swimming_pool,parking_space,furnished,furniture_available,locality_score,access_main_road,shopping_complex,local_market,previous_price,price,future_trend
Apartment,18,Residence,Documented,449542,5,6,0,7,1,1,4,1,0,1,23482850,23403206,Down
Empty Land,0,Non-Residence,Registrable,430167,11,4,1,0,0,1,2,1,0,1,22495719,22356104,Down
Building,15,Residence,Documented,663087,12,2,0,7,1,1,7,1,1,1,34405091,34261228,Down
Farm House,0,Residence,Registrable,163482,1,8,1,4,1,0,7,0,0,1,8941014,8854892,Down
Flat,15,Non-Residence,Registrable,298685,6,4,0,0,1,0,3,0,1,0,15664014,15610617,Down
Villa,0,Non-Residence,Registrable,328325,1,9,0,3,0,0,7,0,1,0,17094550,16989981,Down
Flat,16,Non-Residence,Documented,234886,5,7,0,1,1,1,1,1,0,1,12641795,12513847,Down
Empty Land,0,Residence,Documented,344215,9,2,0,3,0,0,1,1,0,1,17982572,17880439,Down
Villa,0,Non-Residence,Documented,197053,12,4,1,7,1,0,9,0,0,1,11069737,10971218,Down
Empty Land,0,Residence,Documented,462292,14,5,0,4,1,0,6,1,1,0,24298564,24177507,Down
Building,1,Non-Residence,Registrable,501674,5,3,1,0,1,1,5,1,0,0,25828063,25748912,Down
Building,1,Residence,Documented,652344,6,9,0,6,0,0,6,1,0,0,33503003,33449531,Down
Flat,4,Non-Residence,Registrable,195746,8,5,1,0,0,0,6,0,0,1,10718448,10616679,Down
Flat,29,Non-Residence,Documented,550948,11,2,0,8,1,0,1,0,1,1,28782724,28727243,Down
Building,13,Residence,Documented,246742,1,3,0,2,0,1,5,0,0,1,12900215,12811238,Down
House,2,Non-Residence,Registrable,511583,14,9,1,2,0,1,9,1,0,0,26911145,26841262,Down
Building,4,Non-Residence,Registrable,18133,2,7,0,5,1,0,4,0,1,1,1733794,1594879,Down
Apartment,23,Residence,Registrable,49604,9,2,0,9,1,0,3,0,1,0,3550859,3476594,Down
Villa,0,Non-Residence,Documented,68888,3,9,1,5,0,0,1,0,1,1,4316556,4213812,Down
Apartment,8,Non-Residence,Registrable,540802,6,4,0,5,1,1,2,1,0,1,27877851,27804195,Down
Empty Land,0,Residence,Registrable,93078,5,9,1,0,1,1,3,1,0,0,5471557,5412253,Down
Building,13,Non-Residence,Registrable,689615,11,2,0,4,0,0,4,1,1,0,35503498,35366882,Down
Building,8,Residence,Documented,565178,2,4,1,5,0,1,7,1,0,1,29109875,29013964,Down
Farm House,0,Non-Residence,Registrable,286355,14,5,1,7,1,0,6,1,1,0,15625884,15532871,Down
Empty Land,0,Non-Residence,Registrable,92158,7,2,1,0,0,1,8,0,1,0,5401086,5273105,Down
Farm House,0,Residence,Documented,58493,4,1,1,4,0,0,9,0,1,0,3584592,3494278,Down
Empty Land,0,Non-Residence,Registrable,206268,1,7,0,2,1,1,6,1,1,0,10968857,10896000,Down
Apartment,14,Residence,Registrable,158785,13,1,0,1,1,0,7,1,1,0,9048670,8969776,Down
Villa,0,Residence,Registrable,451500,4,8,1,7,1,1,4,0,0,1,23546665,23458095,Down
Empty Land,0,Non-Residence,Documented,742796,6,3,0,6,1,0,2,1,0,1,37954039,37837959,Down
Flat,28,Residence,Registrable,542515,7,6,0,9,0,0,9,1,0,1,28404014,28314594,Down
Building,1,Non-Residence,Registrable,529146,7,7,0,6,0,0,9,1,0,1,27465937,27334349,Down
Empty Land,0,Residence,Registrable,327752,14,1,1,4,1,0,4,1,1,0,17465243,17359033,Down
Villa,0,Non-Residence,Registrable,258181,7,6,0,8,1,1,3,1,0,1,13882378,13804644,Down
Empty Land,0,Non-Residence,Registrable,94518,3,7,0,4,1,0,10,0,1,0,5574179,5487960,Down
Building,9,Residence,Registrable,387101,6,6,1,1,1,1,6,0,1,1,20359115,20242143,Down
House,2,Non-Residence,Registrable,294554,13,4,0,2,0,1,3,1,0,1,15700197,15594384,Down
Empty Land,0,Non-Residence,Documented,651676,8,1,1,3,0,0,1,1,0,0,33324041,33263034,Down
Flat,24,Non-Residence,Documented,229604,4,9,1,4,1,0,4,0,1,1,12653862,12575521,Down
Building,1,Residence,Documented,194010,13,4,1,2,1,0,1,1,0,1,10861570,10715020,Down
Villa,0,Non-Residence,Registrable,110347,8,7,0,6,0,0,2,0,0,1,6413066,6313655,Down
Apartment,7,Non-Residence,Documented,445217,2,7,0,4,0,1,3,1,0,1,23035962,22912875,Down
Apartment,25,Residence,Registrable,454662,10,2,1,4,0,1,8,0,0,1,23981656,23853007,Down
Building,13,Non-Residence,Registrable,296537,9,1,1,5,0,1,10,0,1,1,15954338,15855907,Down
Farm House,0,Residence,Registrable,76829,9,8,1,6,1,1,4,1,1,1,4954212,4899371,Down
House,3,Residence,Documented,31507,8,8,1,9,0,0,4,1,0,0,2742017,2651288,Down
Villa,0,Non-Residence,Documented,695392,10,7,1,9,0,1,10,0,1,1,36094032,35961394,Down
House,1,Residence,Registrable,316897,14,8,1,7,0,0,9,1,1,1,17318115,17183468,Down
Apartment,9,Non-Residence,Registrable,12823,13,3,0,8,1,0,7,0,0,1,1920389,1793760,Down
House,1,Non-Residence,Documented,112856,10,2,1,3,1,1,2,1,0,1,6610212,6487130,Down
Flat,9,Non-Residence,Documented,635732,1,7,1,4,0,1,3,1,1,1,32592027,32484223,Down
Apartment,6,Residence,Documented,204951,2,8,1,4,0,1,4,1,1,1,11190162,11042827,Down
Empty Land,0,Residence,Documented,279100,6,1,0,7,1,1,4,0,1,0,14667465,14565459,Down
Flat,20,Non-Residence,Documented,556155,10,9,0,8,1,1,10,0,0,1,29269371,29197787,Down
Flat,12,Non-Residence,Documented,55124,5,4,0,6,0,1,8,1,1,1,3714706,3604115,Down
Farm House,0,Residence,Documented,403822,12,4,0,4,1,0,10,0,1,0,21256633,21187272,Down
Flat,16,Non-Residence,Registrable,235065,14,3,1,2,0,0,10,1,0,0,13111607,12981587,Down
Villa,0,Residence,Registrable,68508,9,6,0,0,1,0,6,0,1,1,4307102,4209231,Down
Empty Land,0,Residence,Documented,378039,5,1,1,8,0,1,3,1,0,1,19622898,19558797,Down
Empty Land,0,Non-Residence,Documented,116992,2,6,1,4,0,0,9,0,0,1,6583371,6490597,Down
Apartment,28,Non-Residence,Registrable,72740,10,2,1,8,1,0,10,0,1,0,5011726,4919025,Down
Villa,0,Non-Residence,Documented,326959,4,9,1,9,0,0,8,0,0,0,17389126,17325865,Down
Flat,21,Residence,Registrable,726447,9,2,1,3,1,0,9,0,0,1,37490343,37427134,Down
Flat,15,Residence,Registrable,273400,1,7,1,4,1,0,5,0,1,1,14535031,14456384,Down
House,3,Residence,Documented,461727,11,1,0,3,1,0,3,0,0,0,23928330,23870109,Down
Apartment,10,Residence,Registrable,299022,1,7,0,1,0,1,4,1,1,0,15627000,15529167,Down
Apartment,29,Non-Residence,Documented,135827,12,5,0,0,0,1,5,1,0,0,8022961,7887548,Down
House,3,Residence,Documented,650491,7,8,0,7,0,1,9,0,0,0,33539553,33463996,Down
Farm House,0,Non-Residence,Registrable,166075,11,4,0,3,1,0,9,1,1,1,9441452,9292918,Down
Building,18,Residence,Registrable,499999,3,7,1,4,0,1,3,0,1,0,25891858,25834332,Down
House,1,Residence,Registrable,494448,10,6,0,5,0,1,7,1,1,0,25692771,25641520,Down
Empty Land,0,Non-Residence,Documented,307757,2,5,0,7,0,0,6,1,0,1,16040903,15958315,Down
Villa,0,Residence,Documented,598857,9,4,0,7,0,1,4,1,1,0,30854292,30749800,Down
Flat,13,Non-Residence,Documented,229689,3,7,1,6,1,0,5,1,0,1,12516843,12459954,Down
Building,18,Residence,Documented,398965,2,5,1,3,0,1,10,0,1,0,20971014,20826712,Down
House,3,Non-Residence,Documented,251551,12,5,1,5,1,0,2,1,0,1,13687431,13608285,Down
Apartment,11,Residence,Documented,650329,8,1,0,3,1,0,7,1,1,0,33377991,33275673,Down
Building,10,Residence,Documented,714436,10,2,0,6,1,1,4,1,0,1,36755750,36632162,Down
Villa,0,Non-Residence,Registrable,512278,6,5,0,0,1,0,2,0,1,1,26346970,26198886,Down
Villa,0,Non-Residence,Documented,272330,6,3,0,4,0,1,6,1,0,0,14317547,14229909,Down
Apartment,29,Non-Residence,Registrable,506129,10,2,0,9,0,0,2,0,0,1,26450530,26399383,Down
Building,4,Residence,Registrable,316007,11,4,1,9,0,1,10,0,0,1,17058184,17005337,Down
Building,4,Residence,Documented,360187,7,4,0,3,1,1,2,1,0,0,18820934,18685164,Down
Farm House,0,Residence,Registrable,656521,7,4,1,6,0,0,7,0,1,1,33759273,33648938,Down
Building,4,Residence,Registrable,176415,11,4,0,8,1,1,1,1,0,1,9958798,9823808,Down
Flat,29,Residence,Registrable,620461,13,3,1,4,0,1,7,1,1,0,32413607,32330219,Down
Empty Land,0,Residence,Documented,454679,6,7,1,3,0,1,10,1,0,0,23757423,23643076,Down
House,1,Non-Residence,Registrable,43328,4,9,1,8,0,0,5,1,1,1,3261585,3112318,Down
Apartment,8,Residence,Documented,273170,11,5,1,4,1,0,1,1,0,1,14819607,14729624,Down
House,1,Residence,Documented,26092,9,4,0,8,0,1,6,1,0,1,2288547,2194727,Down
House,3,Non-Residence,Documented,291626,6,2,0,7,1,1,7,1,1,1,15413138,15337062,Down
Building,12,Non-Residence,Registrable,232541,4,2,0,3,1,0,1,0,1,1,12263379,12182627,Down
Apartment,18,Non-Residence,Registrable,351377,12,5,1,6,1,0,9,0,0,0,18965314,18854781,Down
Building,15,Non-Residence,Documented,125482,3,7,0,4,0,1,7,1,1,1,7180405,7114402,Down
Farm House,0,Non-Residence,Documented,257411,4,9,0,9,0,0,1,1,1,0,13764010,13641056,Down
Building,14,Residence,Documented,69119,3,7,0,3,1,0,3,0,1,0,4247938,4180228,Down
Farm House,0,Residence,Registrable,685188,2,5,0,4,1,1,5,1,0,0,34958226,34842569,Down
Farm House,0,Non-Residence,Registrable,309123,14,6,1,4,1,0,4,0,1,0,16718812,16631731,Down
Flat,9,Non-Residence,Registrable,502143,5,3,1,8,1,0,2,0,0,1,26073833,25973605,Down
Flat,5,Residence,Registrable,151675,2,5,0,8,1,0,1,1,1,1,8379834,8236525,Down
Flat,29,Non-Residence,Registrable,171463,6,8,0,5,0,1,4,1,1,1,9844459,9711357,Down
Flat,15,Residence,Registrable,142326,3,1,0,3,0,0,7,0,0,0,7856283,7707185,Down
Villa,0,Residence,Registrable,99040,6,1,1,1,0,1,4,0,1,0,5611858,5541203,Down
Flat,8,Non-Residence,Documented,627535,11,7,1,2,1,0,9,1,1,1,32581291,32522808,Down
Flat,23,Residence,Registrable,187494,10,5,1,1,1,0,8,1,1,0,10731975,10583751,Down
Flat,3,Residence,Documented,310875,9,5,0,4,0,1,8,0,1,1,16547710,16457616,Down
Farm House,0,Residence,Registrable,29801,1,1,1,5,0,1,5,0,1,0,2116478,2025028,Down
House,1,Residence,Documented,223224,6,9,1,4,1,1,1,0,1,0,12146589,12071380,Down
Apartment,29,Non-Residence,Registrable,514503,9,1,1,1,1,1,9,1,1,0,26950291,26853975,Down
House,1,Non-Residence,Registrable,194283,11,5,1,4,1,0,2,1,0,0,10785987,10717431,Down
House,3,Non-Residence,Registrable,697183,4,9,1,8,0,1,6,1,0,0,35911626,35833664,Down
Empty Land,0,Non-Residence,Documented,19252,11,4,0,3,1,1,10,0,0,0,2010713,1945075,Down
Villa,0,Non-Residence,Registrable,738065,12,8,0,9,1,1,5,0,0,0,38112268,38023514,Down
Farm House,0,Residence,Registrable,669255,2,6,0,1,1,0,10,1,0,1,34180984,34044365,Down
Building,8,Residence,Documented,217529,13,3,0,2,0,0,8,0,1,1,11956232,11833615,Down
Farm House,0,Residence,Registrable,56773,4,4,1,2,1,1,3,0,0,0,3580748,3476372,Down
Flat,21,Residence,Registrable,259003,1,2,0,8,0,1,6,0,0,0,13688383,13625030,Down
House,1,Non-Residence,Documented,616666,3,1,0,3,1,1,6,0,1,1,31517818,31382430,Down
Farm House,0,Non-Residence,Registrable,120468,10,8,0,0,1,1,10,0,0,0,7145755,7024459,Down
Villa,0,Residence,Documented,378344,9,1,1,0,0,0,3,1,1,1,19602672,19538901,Down
Flat,8,Non-Residence,Documented,601347,10,1,0,6,1,1,7,1,1,1,31142806,31026780,Down
Empty Land,0,Residence,Documented,11199,5,4,1,6,0,0,4,1,0,1,1387507,1333244,Down
Building,5,Residence,Registrable,196633,11,6,1,1,1,1,5,1,0,1,10965034,10907265,Down
Flat,25,Non-Residence,Registrable,534503,6,9,1,8,0,1,9,1,1,1,28163003,28087669,Down
Apartment,7,Non-Residence,Documented,19669,3,1,0,8,1,0,6,0,1,0,1735804,1602687,Down
Building,5,Non-Residence,Documented,519152,5,7,1,4,0,1,10,0,0,0,26944727,26861978,Down
Farm House,0,Residence,Registrable,118913,11,5,0,2,0,1,4,0,1,1,6823021,6761386,Down
Flat,29,Non-Residence,Registrable,644052,8,8,0,2,1,1,8,1,0,0,33474053,33358943,Down
Empty Land,0,Residence,Registrable,268426,6,7,0,2,0,1,9,0,0,1,14209001,14157097,Down
Farm House,0,Non-Residence,Documented,744037,4,4,1,5,1,0,10,0,0,0,38106512,37985707,Down
Villa,0,Residence,Registrable,523488,2,4,1,3,0,1,5,0,0,0,26857779,26776811,Down
Building,9,Non-Residence,Documented,124981,14,6,0,7,1,1,2,1,1,0,7492564,7440914,Down
Building,5,Residence,Documented,215900,9,6,1,4,1,0,6,0,1,0,11868590,11806123,Down
Villa,0,Residence,Registrable,560373,13,9,1,0,1,1,8,0,0,0,29381845,29233514,Down
Apartment,8,Non-Residence,Registrable,179436,12,5,1,8,1,0,5,1,0,0,10291261,10194361,Down
Building,12,Residence,Documented,392636,1,8,0,0,0,1,1,1,1,0,20285085,20146905,Down
Farm House,0,Non-Residence,Documented,448830,1,5,1,5,1,1,8,0,1,0,23271924,23186406,Down
House,1,Non-Residence,Registrable,390454,13,2,1,0,1,1,9,1,1,1,20741895,20599079,Down
Apartment,28,Non-Residence,Documented,38567,4,6,0,2,1,0,1,0,1,1,2866241,2747826,Down
Villa,0,Residence,Registrable,698545,7,9,1,9,1,0,8,1,1,0,36115754,36061397,Down
Empty Land,0,Non-Residence,Registrable,18573,1,3,0,4,1,1,10,0,0,0,1604599,1460762,Down
Apartment,22,Residence,Documented,36535,9,1,1,9,0,0,2,0,0,0,2906225,2845360,Down
Flat,22,Non-Residence,Documented,196549,4,1,1,6,1,1,4,1,0,1,10857052,10738684,Down
Flat,14,Non-Residence,Registrable,234282,3,3,1,9,0,0,2,1,0,0,12672483,12528079,Down
Villa,0,Residence,Documented,615161,1,5,1,7,0,1,2,1,1,0,31473319,31362280,Down
House,3,Residence,Documented,615305,10,3,1,8,1,0,10,1,1,1,32018895,31871956,Down
Farm House,0,Non-Residence,Registrable,590238,4,9,1,5,1,1,3,0,0,1,30540853,30419559,Down
Empty Land,0,Residence,Documented,535170,9,8,0,8,0,0,8,1,0,1,27831453,27778532,Down
Flat,13,Non-Residence,Registrable,726831,13,3,1,7,0,0,4,0,1,0,37633207,37483470,Down
Flat,3,Residence,Documented,458328,14,9,1,8,0,0,7,0,0,1,24280703,24226275,Down
Farm House,0,Residence,Registrable,746215,10,6,1,9,1,0,10,0,0,0,38613230,38489583,Down
House,1,Non-Residence,Documented,62429,6,7,0,3,0,1,3,1,1,1,3992362,3853579,Down
Building,1,Residence,Documented,668189,6,4,0,8,0,1,10,0,1,0,34347751,34245194,Down
Apartment,11,Non-Residence,Documented,287813,1,4,0,6,1,0,3,0,1,0,15101333,14955350,Down
Villa,0,Non-Residence,Documented,87968,10,2,1,4,0,1,2,1,0,0,5308093,5245727,Down
House,3,Residence,Documented,35094,2,5,1,4,1,0,6,0,1,1,2579392,2482469,Down
House,1,Non-Residence,Documented,192203,11,8,0,0,0,1,6,0,1,0,10562605,10482041,Down
House,3,Residence,Documented,45533,6,7,0,1,1,0,1,0,0,0,3075681,2950170,Down
House,2,Residence,Documented,587921,2,7,0,9,0,1,7,1,1,0,30191286,30138644,Down
Building,9,Non-Residence,Registrable,74361,3,6,1,2,1,1,4,0,0,1,4581089,4517240,Down
Farm House,0,Residence,Documented,708150,4,3,0,7,1,0,3,0,0,0,36013883,35944539,Down
Empty Land,0,Non-Residence,Documented,294394,11,5,1,5,0,0,8,0,0,0,15770587,15699373,Down
Apartment,26,Non-Residence,Documented,565249,5,1,1,9,1,0,2,1,0,0,29303088,29214862,Down
House,2,Residence,Documented,467516,9,7,1,4,0,0,9,1,1,0,24520927,24379236,Down
Apartment,15,Residence,Documented,78722,12,9,0,0,1,0,8,1,0,1,5253543,5181021,Down
House,1,Non-Residence,Registrable,636808,4,1,1,8,1,1,8,0,1,0,32625266,32568586,Down
Villa,0,Non-Residence,Registrable,545397,13,2,0,2,1,0,3,0,1,1,28186065,28123558,Down
Flat,22,Non-Residence,Documented,655301,11,3,0,2,1,1,4,0,1,1,33895439,33770484,Down
Building,5,Residence,Documented,204481,9,3,0,1,1,0,2,0,1,0,10993576,10894569,Down
House,3,Residence,Documented,104711,11,8,0,3,1,1,2,0,1,1,6307933,6208580,Down
Empty Land,0,Non-Residence,Documented,186821,10,7,1,1,1,1,4,1,0,1,10501036,10362941,Down
Empty Land,0,Residence,Registrable,442611,3,6,1,8,0,0,6,0,1,1,23030065,22911369,Down
Empty Land,0,Non-Residence,Documented,488189,8,4,1,9,0,0,5,0,0,0,25428547,25334314,Down
Villa,0,Residence,Registrable,457456,12,9,1,6,1,1,1,1,0,1,24118923,24018058,Down
Empty Land,0,Non-Residence,Documented,30484,1,1,0,7,1,1,10,1,0,1,2169798,2111926,Down
Farm House,0,Non-Residence,Registrable,643735,11,2,0,2,1,0,1,0,1,0,32997604,32939765,Down
Villa,0,Non-Residence,Registrable,729682,9,4,0,5,0,1,6,1,1,0,37406115,37340463,Down
Building,6,Non-Residence,Registrable,6401,9,3,0,9,1,1,3,1,1,1,1335186,1278327,Down
Empty Land,0,Non-Residence,Documented,163124,10,1,1,5,0,1,3,1,1,1,9074958,8991438,Down
Flat,1,Non-Residence,Documented,222817,2,5,0,0,1,1,7,0,0,1,11770437,11641597,Down
House,1,Residence,Documented,293699,4,7,1,5,1,1,1,1,1,0,15560133,15460867,Down
Building,4,Non-Residence,Documented,693545,13,2,0,2,1,1,1,0,1,1,35657143,35537627,Down
Farm House,0,Non-Residence,Documented,146288,8,5,0,2,1,0,10,1,0,0,8218449,8129356,Down
Flat,2,Non-Residence,Registrable,638887,7,6,0,2,1,0,3,0,0,1,32825004,32723034,Down
Building,6,Non-Residence,Registrable,535926,1,7,0,9,0,0,8,0,0,1,27594477,27494857,Down
Farm House,0,Non-Residence,Registrable,691158,5,1,1,9,1,0,1,0,0,0,35277660,35227235,Down
Empty Land,0,Residence,Documented,23929,7,7,1,7,0,1,10,1,0,1,2405068,2281391,Down
Building,2,Non-Residence,Registrable,574988,4,4,1,4,0,0,4,1,0,0,29528142,29427415,Down
Building,3,Non-Residence,Documented,202880,1,8,1,3,1,1,9,1,0,1,11119056,10993463,Down
Building,7,Non-Residence,Registrable,441960,9,4,0,8,1,1,4,0,1,0,23141277,23041292,Down
Villa,0,Non-Residence,Documented,245627,14,6,0,8,1,0,10,1,1,0,13618180,13470841,Down
Flat,20,Residence,Registrable,17847,5,9,1,0,0,0,8,1,0,1,2011728,1914644,Down
Apartment,17,Residence,Documented,672780,11,5,1,1,0,1,7,0,0,0,34890271,34770629,Down
Farm House,0,Non-Residence,Registrable,556610,2,4,0,7,0,0,3,1,1,1,28532667,28397044,Down
Empty Land,0,Non-Residence,Registrable,564896,8,8,0,4,1,0,7,0,0,0,29206848,29155440,Down
House,1,Residence,Registrable,482815,11,9,1,6,0,1,7,1,0,0,25429274,25293873,Down
Empty Land,0,Non-Residence,Documented,8467,13,4,1,0,0,1,10,0,0,0,1591159,1485822,Down
Empty Land,0,Residence,Registrable,536659,2,3,1,9,0,1,3,0,0,1,27577180,27487568,Down
Villa,0,Non-Residence,Registrable,225871,3,8,0,4,1,1,2,1,0,0,12076309,11987146,Down
Villa,0,Residence,Registrable,209024,14,5,1,2,0,1,9,0,1,0,11616331,11550488,Down
Building,9,Residence,Documented,730130,10,2,1,9,0,1,1,1,0,0,37630811,37531447,Down
Empty Land,0,Non-Residence,Registrable,165185,1,9,1,1,1,0,7,1,0,1,9042818,8964341,Down
Flat,19,Non-Residence,Documented,552967,11,3,1,1,1,0,4,1,0,1,28900215,28752222,Down
Villa,0,Non-Residence,Registrable,252037,2,2,1,8,1,0,2,1,1,0,13322148,13211066,Down
Farm House,0,Non-Residence,Registrable,708048,14,1,0,3,0,1,2,0,1,0,36326892,36249562,Down
Villa,0,Residence,Documented,560050,7,8,1,3,0,1,8,0,0,1,29101032,28956285,Down
Flat,5,Residence,Documented,380051,10,3,0,6,0,0,7,0,0,0,19956116,19868547,Down
Villa,0,Non-Residence,Registrable,471582,2,7,1,9,1,0,7,1,0,0,24581340,24433137,Down
Apartment,25,Residence,Documented,61045,6,1,1,9,0,0,5,1,0,0,4136057,4037943,Down
Flat,6,Non-Residence,Documented,235055,3,1,1,1,1,1,10,0,1,0,12572430,12455136,Down
Apartment,18,Non-Residence,Documented,224394,4,9,0,2,1,0,8,0,1,0,12249518,12135412,Down
Apartment,1,Non-Residence,Registrable,728006,11,8,0,2,0,0,2,1,0,0,37395062,37306514,Down
House,1,Residence,Registrable,302566,13,3,0,5,0,0,2,1,0,1,16081803,15969205,Down
Flat,17,Non-Residence,Registrable,567701,8,6,1,2,0,1,5,1,1,0,29516346,29371641,Down
House,2,Residence,Documented,359677,14,3,1,4,1,0,1,0,1,0,19080269,19019009,Down
Farm House,0,Non-Residence,Documented,367436,3,4,0,3,1,0,6,1,0,1,18982672,18900322,Down
Building,15,Residence,Documented,250997,10,1,0,2,0,1,4,0,0,1,13498280,13406539,Down
Building,5,Residence,Documented,443557,6,5,1,7,1,1,6,1,0,1,23254636,23106422,Down
Apartment,17,Residence,Registrable,702192,1,1,0,9,0,1,7,0,1,1,35896461,35801280,Down
Villa,0,Residence,Documented,485778,7,1,1,2,0,1,3,1,1,0,25075883,24942437,Down
Flat,21,Non-Residence,Registrable,156604,8,7,0,5,0,1,8,0,1,1,8979101,8928261,Down
Villa,0,Residence,Documented,693706,11,6,0,6,1,0,7,0,1,0,35843755,35731333,Down
Flat,21,Residence,Registrable,715334,14,2,0,6,1,0,1,0,0,1,37002203,36934478,Down
Villa,0,Non-Residence,Registrable,45436,8,2,1,1,0,1,6,1,1,1,3105973,3043674,Down
Building,11,Residence,Documented,685654,3,7,1,2,0,1,7,0,1,1,35233894,35133242,Down
Farm House,0,Non-Residence,Documented,717448,14,1,0,9,1,1,4,0,1,0,37049832,36904307,Down
Building,10,Residence,Documented,202556,10,2,1,9,0,1,2,1,0,1,11258992,11118951,Down
Villa,0,Non-Residence,Registrable,225969,1,8,1,3,1,0,10,0,1,1,12227071,12105976,Down
Flat,17,Residence,Documented,28641,9,6,1,6,0,0,9,0,1,1,2735563,2652966,Down
Empty Land,0,Residence,Registrable,137978,13,2,1,1,1,1,7,1,1,0,8009178,7950471,Down
Farm House,0,Residence,Documented,97859,6,7,0,2,0,1,1,0,0,0,5622706,5523763,Down
Flat,25,Residence,Registrable,154863,11,4,1,6,1,1,8,1,1,1,9224580,9110777,Down
Villa,0,Non-Residence,Documented,566356,9,2,1,6,0,1,3,0,0,0,29252472,29108917,Down
Flat,1,Residence,Registrable,622327,7,6,0,9,1,0,4,1,0,1,32157761,32019384,Down
House,1,Non-Residence,Registrable,571639,1,9,1,2,1,1,5,0,1,0,29417609,29282433,Down
Flat,16,Non-Residence,Registrable,493658,12,9,1,0,1,1,1,0,0,1,26072326,25924164,Down
Building,7,Non-Residence,Documented,579611,12,8,1,2,1,0,6,0,1,0,30292295,30167019,Down
Apartment,12,Non-Residence,Registrable,23812,1,3,0,4,0,1,10,1,0,1,1847632,1794477,Down
Building,8,Residence,Documented,427887,6,3,0,6,1,0,6,0,0,0,22250318,22176746,Down
House,2,Residence,Registrable,435495,5,2,1,3,1,1,2,0,1,0,22586683,22476989,Down
Farm House,0,Residence,Documented,724688,9,5,1,0,0,1,10,1,1,1,37229002,37112488,Down
Flat,1,Residence,Documented,501031,2,4,0,5,1,0,6,1,0,1,25725762,25599729,Down
Farm House,0,Residence,Registrable,496537,8,7,0,1,0,1,8,1,0,0,25729647,25634804,Down
Empty Land,0,Residence,Registrable,249562,11,4,0,2,1,0,6,0,0,1,13440078,13305111,Down
Flat,20,Non-Residence,Documented,409138,5,9,1,3,1,0,4,0,0,1,21560096,21474739,Down
Building,12,Non-Residence,Registrable,436184,2,2,1,5,1,0,4,0,1,1,22580270,22507103,Down
Apartment,4,Residence,Documented,557159,13,6,0,5,1,1,9,1,0,1,29172989,29051511,Down
Building,12,Residence,Documented,57522,10,7,1,6,1,1,6,1,0,0,4148708,4079725,Down
Farm House,0,Residence,Documented,333873,11,4,1,4,1,0,8,0,1,1,17782407,17697131,Down
Villa,0,Non-Residence,Documented,99571,11,6,1,6,0,1,8,0,0,0,6211118,6115839,Down
Building,1,Residence,Documented,182768,12,7,1,1,0,1,7,1,1,0,10292441,10182958,Down
Villa,0,Residence,Documented,359418,6,4,1,0,1,1,3,1,1,1,18856320,18723207,Down
Building,1,Residence,Documented,490126,10,8,1,9,1,0,10,1,1,1,25873855,25752404,Down
Building,3,Non-Residence,Documented,289359,8,9,1,7,0,0,1,0,0,0,15633421,15491552,Down
Apartment,21,Non-Residence,Documented,624641,4,1,0,0,0,1,5,1,1,1,31927681,31875636,Down
Empty Land,0,Residence,Registrable,555962,2,7,0,1,1,0,10,1,1,1,28577236,28437520,Down
Villa,0,Non-Residence,Documented,498160,12,9,0,9,1,1,10,1,1,0,26234405,26142061,Down
Villa,0,Non-Residence,Documented,76873,11,5,0,5,1,1,2,1,0,0,4796455,4736891,Down
Building,12,Non-Residence,Documented,193521,5,2,0,0,1,1,10,0,0,0,10459210,10398105,Down
Villa,0,Residence,Registrable,194218,12,6,0,9,1,0,2,1,0,1,10894351,10787597,Down
